@RELATION P1Mario-data-training-T3Original

@ATTRIBUTE MergedObs[7][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[8][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[8][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[9][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[9][11] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[10][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[10][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE distanceEnemy NUMERIC
@ATTRIBUTE distanceCoin NUMERIC
@ATTRIBUTE isOnGround {Ground, Air}
@ATTRIBUTE isDanger {Enemy, NoEnemy}
@ATTRIBUTE isEnemyBelow {Enemy, NoEnemy}
@ATTRIBUTE isCoin {Coin, NoCoin}
@ATTRIBUTE action {move, jump, move_jump, still}
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE futureReward NUMERIC

@data
0,0,2,2,2,-24,-24,1414,500,Ground,NoEnemy,NoEnemy,Coin,move,137,201
0,0,0,0,2,-24,0,921,500,Ground,NoEnemy,NoEnemy,NoCoin,move,169,201
0,0,0,80,0,-60,-60,100,943,Ground,Enemy,NoEnemy,NoCoin,move_jump,201,233
0,0,80,0,-60,80,80,300,1414,Ground,Enemy,Enemy,NoCoin,move,291,311
0,0,-62,0,0,0,-60,100,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,301,311
0,0,-62,0,0,0,-60,100,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,301,311
0,0,0,0,0,0,80,141,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,301,311
0,0,0,0,-60,80,80,100,1414,Air,Enemy,Enemy,NoCoin,move_jump,311,321
0,0,2,2,2,-24,0,509,900,Ground,NoEnemy,NoEnemy,Coin,move,321,433
0,0,2,2,2,-24,0,509,900,Ground,NoEnemy,NoEnemy,Coin,move,321,433
0,0,2,2,2,-24,0,509,900,Ground,NoEnemy,NoEnemy,Coin,move,321,433
0,0,0,0,2,-24,0,509,900,Ground,NoEnemy,NoEnemy,NoCoin,move,353,433
0,0,0,0,0,-24,80,141,948,Ground,Enemy,NoEnemy,NoCoin,move,433,443
0,0,0,0,0,80,-60,100,921,Ground,NoEnemy,Enemy,NoCoin,move,433,443
0,0,0,-60,-60,-60,-60,0,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,433,443
0,0,0,-60,-60,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,443,443
0,0,0,0,0,-60,80,141,707,Ground,Enemy,NoEnemy,NoCoin,move,443,517
0,0,0,0,0,80,0,100,608,Ground,NoEnemy,Enemy,NoCoin,move,443,549
0,0,2,2,2,-24,0,509,141,Ground,NoEnemy,NoEnemy,Coin,move,453,623
0,0,0,0,2,-24,0,509,223,Ground,NoEnemy,NoEnemy,NoCoin,move,485,623
0,0,2,2,2,0,0,412,141,Ground,NoEnemy,NoEnemy,Coin,move,485,623
0,0,2,0,-24,-60,-60,400,223,Air,NoEnemy,NoEnemy,NoCoin,move_jump,485,623
0,0,2,2,0,80,0,0,141,Air,NoEnemy,Enemy,Coin,move_jump,581,633
0,0,0,0,0,-60,-60,608,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,623,633
0,0,0,0,0,0,0,500,1140,Air,NoEnemy,NoEnemy,NoCoin,move_jump,623,633
0,0,0,0,0,0,80,141,1029,Air,Enemy,NoEnemy,NoCoin,move_jump,623,633
0,0,0,0,0,80,0,100,984,Air,NoEnemy,Enemy,NoCoin,move_jump,623,633
0,0,0,0,0,-60,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,713,723
0,0,0,2,2,0,2,447,806,Ground,NoEnemy,NoEnemy,Coin,move,739,861
0,0,0,2,2,0,2,447,806,Air,NoEnemy,NoEnemy,Coin,move_jump,739,861
0,0,0,0,2,-24,-24,412,921,Air,NoEnemy,NoEnemy,NoCoin,move_jump,771,861
0,0,2,2,2,-24,-24,316,905,Ground,NoEnemy,NoEnemy,Coin,move,771,861
2,0,2,80,-24,-60,-60,100,700,Air,Enemy,NoEnemy,NoCoin,move_jump,803,909
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,0,0,0,80,141,781,Air,Enemy,NoEnemy,NoCoin,move_jump,-1,9
0,0,2,2,0,-24,-24,300,400,Ground,NoEnemy,NoEnemy,Coin,move,41,41
0,0,0,0,0,80,-60,100,1414,Ground,NoEnemy,Enemy,NoCoin,move,31,41
0,0,0,-60,-60,-60,-60,0,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,41,41
0,0,0,0,0,80,-60,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,41,41
0,0,2,2,0,-24,80,141,509,Ground,Enemy,NoEnemy,Coin,move,137,195
0,0,2,2,0,-24,80,223,509,Ground,Enemy,NoEnemy,Coin,move,137,195
0,0,0,0,0,80,0,200,583,Ground,NoEnemy,Enemy,NoCoin,move,169,205
0,0,0,0,-60,-60,-60,670,670,Air,NoEnemy,NoEnemy,NoCoin,move_jump,179,205
0,0,0,0,0,0,0,632,583,Air,NoEnemy,NoEnemy,NoCoin,move_jump,179,205
0,0,0,80,0,-60,-60,100,509,Air,Enemy,NoEnemy,NoCoin,move_jump,195,237
0,0,2,2,0,-24,-24,640,900,Ground,NoEnemy,NoEnemy,Coin,move,301,397
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,0,0,0,80,141,316,Air,Enemy,NoEnemy,NoCoin,move_jump,-1,25
0,0,2,2,2,-24,0,360,141,Ground,NoEnemy,NoEnemy,Coin,move,57,185
0,0,0,-60,-60,80,-60,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,159,175
0,0,0,0,-85,0,-60,0,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,159,175
-24,0,0,0,-85,0,0,100,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,159,175
0,0,0,0,0,80,0,100,1000,Air,NoEnemy,Enemy,NoCoin,move_jump,175,281
0,0,0,80,-60,-60,-60,0,1029,Air,Enemy,NoEnemy,NoCoin,move_jump,185,281
0,0,2,2,2,-24,0,1414,800,Ground,NoEnemy,NoEnemy,Coin,move,217,377
0,0,2,2,2,-24,0,1414,800,Ground,NoEnemy,NoEnemy,Coin,move,217,377
0,0,0,0,2,-24,0,1414,800,Ground,NoEnemy,NoEnemy,NoCoin,move,249,377
0,0,2,2,2,0,-24,1414,800,Ground,NoEnemy,NoEnemy,Coin,move,249,393
0,0,2,2,2,-24,80,141,800,Air,Enemy,NoEnemy,Coin,move_jump,489,579
0,0,2,2,0,80,-24,100,800,Ground,NoEnemy,Enemy,Coin,move,521,579
0,0,2,-24,-24,-60,-60,1414,900,Air,NoEnemy,NoEnemy,NoCoin,move_jump,531,579
0,0,0,0,0,0,0,1414,700,Air,NoEnemy,NoEnemy,NoCoin,move_jump,563,611
0,0,2,2,2,-24,-24,854,905,Ground,NoEnemy,NoEnemy,Coin,move,579,675
0,0,0,0,0,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,675,675
0,0,0,0,-60,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,675,675
0,0,0,0,-60,-60,-60,1414,1414,Ground,NoEnemy,NoEnemy,NoCoin,move,675,675
0,0,2,2,2,-24,80,100,707,Air,Enemy,NoEnemy,Coin,move_jump,675,877
0,0,2,2,2,-24,80,100,707,Ground,Enemy,NoEnemy,Coin,move,675,877
0,0,0,0,2,-24,80,100,707,Ground,Enemy,NoEnemy,NoCoin,move,707,877
0,0,2,2,2,80,-24,0,700,Ground,NoEnemy,Enemy,Coin,move,707,893
0,0,2,2,2,-24,-24,400,700,Ground,NoEnemy,NoEnemy,Coin,move,739,925
0,0,2,2,2,-24,-24,400,700,Ground,NoEnemy,NoEnemy,Coin,move,739,941
0,0,0,0,2,-24,-24,412,700,Ground,NoEnemy,NoEnemy,NoCoin,move,771,941
0,0,0,0,2,-24,80,141,700,Ground,Enemy,NoEnemy,NoCoin,move,835,957
-24,0,2,2,0,80,-24,0,141,Ground,NoEnemy,Enemy,Coin,move,1059,1101
0,0,2,-24,-24,-60,-60,100,223,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1069,1101
-24,0,2,2,0,80,-24,0,141,Air,NoEnemy,Enemy,Coin,move_jump,1069,1101
0,0,0,0,0,0,0,316,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1101,1101
-24,0,0,80,80,-60,-60,100,400,Ground,Enemy,NoEnemy,NoCoin,move_jump,1101,1143
0,0,2,2,2,-24,0,608,509,Ground,NoEnemy,NoEnemy,Coin,move,1163,1259
0,0,2,0,2,-24,0,608,509,Ground,NoEnemy,NoEnemy,NoCoin,move,1179,1259
0,2,2,2,2,0,-24,412,500,Ground,NoEnemy,NoEnemy,Coin,move,1179,1259
2,0,2,-24,-24,-60,-60,400,600,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1179,1259
0,0,0,80,0,-60,-60,141,781,Air,Enemy,NoEnemy,NoCoin,move_jump,1259,1269
0,0,0,0,2,80,-24,100,447,Air,NoEnemy,Enemy,NoCoin,move_jump,1259,1365
0,0,0,-24,-24,-60,-60,948,538,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1269,1365
0,0,0,0,2,0,-24,921,447,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1269,1365
0,0,2,2,0,-24,0,640,905,Ground,NoEnemy,NoEnemy,Coin,move,1333,1365
0,0,0,0,0,80,0,100,800,Air,NoEnemy,Enemy,NoCoin,move_jump,1365,1397
0,0,0,0,0,-60,-60,1414,900,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1365,1397
0,0,0,0,0,-60,-60,1414,900,Ground,NoEnemy,NoEnemy,NoCoin,move,1365,1413
-24,0,2,2,2,-24,-24,223,900,Ground,NoEnemy,NoEnemy,Coin,move,1429,1535
-24,2,2,2,2,-24,80,141,900,Ground,Enemy,NoEnemy,Coin,move,1445,1535
-24,2,2,2,2,-24,80,141,900,Ground,Enemy,NoEnemy,Coin,move,1445,1535
-24,2,2,2,0,80,-24,100,900,Ground,NoEnemy,Enemy,Coin,move,1461,1535
2,0,2,-24,-24,-60,-60,0,900,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1461,1535
2,0,0,-24,-24,-60,-60,1414,900,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1487,1535
0,0,0,80,0,-60,-60,100,1414,Ground,Enemy,NoEnemy,NoCoin,move_jump,1615,1615
0,0,0,0,0,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,1615,1625
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,80,80,-60,-60,100,781,Air,Enemy,NoEnemy,NoCoin,move_jump,-1,9
0,0,2,2,0,-24,-24,424,316,Ground,NoEnemy,NoEnemy,Coin,move,73,115
0,0,-85,-85,-85,80,-85,0,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,295,305
0,0,-85,-85,-85,-60,-60,412,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,305,305
0,0,-85,-85,-85,0,-85,400,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,305,305
0,0,80,-60,-60,-60,-60,141,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,305,263
0,0,0,80,0,0,-60,100,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,263,263
-24,0,2,2,2,-24,-24,806,800,Ground,NoEnemy,NoEnemy,Coin,move,273,353
-24,0,2,2,2,-24,-24,806,800,Ground,NoEnemy,NoEnemy,Coin,move,273,385
0,0,2,2,0,-24,-24,707,800,Ground,NoEnemy,NoEnemy,Coin,move,305,385
-24,0,0,0,0,-24,-24,608,800,Ground,NoEnemy,NoEnemy,NoCoin,move,337,385
0,0,0,80,0,-60,-60,100,500,Ground,Enemy,NoEnemy,NoCoin,move_jump,337,417
-60,0,0,0,0,80,0,100,316,Air,NoEnemy,Enemy,NoCoin,move_jump,353,417
0,0,0,0,-24,-60,-60,761,282,Air,NoEnemy,NoEnemy,NoCoin,move_jump,353,417
0,0,0,0,-24,-60,-60,761,282,Air,NoEnemy,NoEnemy,NoCoin,move_jump,353,417
0,0,2,2,0,-24,-24,721,509,Ground,NoEnemy,NoEnemy,Coin,move,385,427
0,0,0,80,0,-60,-60,100,984,Air,Enemy,NoEnemy,NoCoin,move_jump,417,523
0,0,0,0,-60,80,0,0,583,Air,NoEnemy,Enemy,NoCoin,move_jump,555,555
0,0,0,0,0,0,0,100,500,Air,NoEnemy,NoEnemy,NoCoin,move_jump,555,555
0,0,0,0,0,0,0,200,424,Air,NoEnemy,NoEnemy,NoCoin,move_jump,555,555
0,0,0,0,0,0,80,100,854,Air,Enemy,NoEnemy,NoCoin,move_jump,555,597
0,0,0,80,2,80,-24,100,223,Air,Enemy,Enemy,NoCoin,move_jump,629,655
0,0,2,2,2,-24,-24,632,900,Ground,NoEnemy,NoEnemy,Coin,move,719,793
0,0,2,2,2,-24,-24,632,900,Ground,NoEnemy,NoEnemy,Coin,move,719,793
0,0,0,0,2,-24,-24,538,900,Ground,NoEnemy,NoEnemy,NoCoin,move,751,793
0,0,2,2,0,-24,-24,447,900,Ground,NoEnemy,NoEnemy,Coin,move,751,793
0,0,0,0,0,80,80,100,1414,Air,Enemy,Enemy,NoCoin,move_jump,783,793
0,0,0,0,0,-60,-60,900,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,793,793
0,0,0,0,0,0,0,905,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,793,793
-60,0,0,0,2,0,80,141,608,Air,Enemy,NoEnemy,NoCoin,move_jump,809,899
-60,0,0,0,2,0,80,141,608,Air,Enemy,NoEnemy,NoCoin,move_jump,809,899
0,0,2,2,0,-24,0,583,608,Ground,NoEnemy,NoEnemy,Coin,move,851,899
0,0,0,0,-85,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,1169,1179
0,0,0,0,-85,-60,-60,0,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1169,1179
0,0,0,0,-85,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1179,1189
0,0,0,0,0,0,80,141,640,Air,Enemy,NoEnemy,NoCoin,move_jump,1179,1253
0,0,0,0,0,80,0,100,565,Air,NoEnemy,Enemy,NoCoin,move_jump,1179,1253
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,0,0,-60,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,-1,9
0,0,0,0,0,80,0,100,1414,Ground,NoEnemy,Enemy,NoCoin,move,-1,9
0,0,2,2,2,-24,-24,200,141,Ground,NoEnemy,NoEnemy,Coin,move,327,401
0,0,2,2,2,-24,-24,200,141,Ground,NoEnemy,NoEnemy,Coin,move,327,401
0,0,0,0,2,-24,-24,200,223,Ground,NoEnemy,NoEnemy,NoCoin,move,359,401
0,0,2,2,0,-24,80,100,223,Ground,Enemy,NoEnemy,Coin,move,359,401
0,0,2,2,0,-24,80,100,223,Ground,Enemy,NoEnemy,Coin,move,359,401
0,0,0,0,0,80,-24,0,1063,Ground,NoEnemy,Enemy,NoCoin,move,391,401
0,0,0,-24,0,-60,-60,100,1131,Air,NoEnemy,NoEnemy,NoCoin,move_jump,391,401
0,0,0,-24,0,-60,-60,509,1131,Air,NoEnemy,NoEnemy,NoCoin,move_jump,401,401
0,0,0,0,0,0,80,141,670,Air,Enemy,NoEnemy,NoCoin,move_jump,401,459
0,0,0,0,2,80,-24,100,632,Air,NoEnemy,Enemy,NoCoin,move_jump,401,475
0,0,2,2,0,0,-24,316,608,Ground,NoEnemy,NoEnemy,Coin,move,443,501
0,0,2,-24,-24,-60,-60,300,707,Air,NoEnemy,NoEnemy,NoCoin,move_jump,443,501
0,0,2,-24,-24,-60,-60,300,707,Ground,NoEnemy,NoEnemy,NoCoin,move,443,501
0,0,0,0,0,0,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,491,511
0,0,0,0,0,80,0,100,854,Air,NoEnemy,Enemy,NoCoin,move_jump,585,627
0,0,2,2,2,-24,0,316,905,Ground,NoEnemy,NoEnemy,Coin,move,627,743
0,0,2,2,2,-24,0,316,905,Ground,NoEnemy,NoEnemy,Coin,move,627,743
0,0,2,2,2,0,0,223,905,Ground,NoEnemy,NoEnemy,Coin,move,659,743
0,0,2,80,0,-60,-60,100,223,Air,Enemy,NoEnemy,NoCoin,move_jump,659,743
0,0,2,80,0,-60,-60,100,223,Air,Enemy,NoEnemy,NoCoin,move_jump,659,743
0,0,0,0,0,80,0,100,608,Air,NoEnemy,Enemy,NoCoin,move_jump,733,823
0,0,0,0,0,-60,-60,707,600,Air,NoEnemy,NoEnemy,NoCoin,move_jump,743,823
0,0,0,0,0,0,0,728,608,Air,NoEnemy,NoEnemy,NoCoin,move_jump,743,823
0,0,2,2,80,-24,-24,200,141,Ground,NoEnemy,NoEnemy,Coin,move,775,881
0,0,0,0,2,80,0,100,200,Air,NoEnemy,Enemy,NoCoin,move_jump,865,955
-60,0,0,2,2,0,2,360,100,Air,NoEnemy,NoEnemy,Coin,move_jump,881,955
0,0,2,2,2,-24,-24,223,141,Ground,NoEnemy,NoEnemy,Coin,move,881,955
0,0,0,0,2,-24,-24,223,223,Ground,NoEnemy,NoEnemy,NoCoin,move,913,955
0,0,2,2,0,-24,80,141,141,Ground,Enemy,NoEnemy,Coin,move,913,955
0,0,2,2,0,-24,80,141,141,Ground,Enemy,NoEnemy,Coin,move,913,955
0,0,0,0,0,80,0,100,1414,Ground,NoEnemy,Enemy,NoCoin,move,945,955
0,0,0,0,0,-60,-60,0,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,945,955
0,0,0,0,0,-60,-60,400,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,955,955
0,0,0,0,0,0,80,100,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,955,965
0,0,0,0,0,80,0,0,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,955,965
0,0,2,2,2,-24,-24,600,707,Ground,NoEnemy,NoEnemy,Coin,move,1021,1165
0,0,2,2,2,-24,-24,600,707,Ground,NoEnemy,NoEnemy,Coin,move,1021,1181
0,0,2,2,2,-24,-24,400,707,Ground,NoEnemy,NoEnemy,Coin,move,1053,1181
0,0,0,0,0,0,2,100,800,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1133,1197
0,0,0,0,0,0,80,141,316,Ground,Enemy,NoEnemy,NoCoin,move,1229,1271
0,0,2,2,2,80,0,0,412,Air,NoEnemy,Enemy,Coin,move_jump,1361,1457
0,0,0,2,2,0,2,100,316,Air,NoEnemy,NoEnemy,Coin,move_jump,1361,1457
0,0,0,0,-24,0,0,200,900,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1377,1457
-24,0,0,0,0,-24,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,1457,1483
-24,0,0,0,0,80,-60,100,1414,Ground,NoEnemy,Enemy,NoCoin,move,1457,1483
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,0,0,80,-24,100,921,Air,NoEnemy,Enemy,NoCoin,move_jump,-1,9
0,0,0,0,0,0,80,141,943,Ground,Enemy,NoEnemy,NoCoin,move,-1,105
0,0,2,2,2,-24,0,608,707,Ground,NoEnemy,NoEnemy,Coin,move,41,169
0,0,2,2,2,-24,0,608,707,Ground,NoEnemy,NoEnemy,Coin,move,41,169
0,0,0,0,2,-24,0,608,728,Ground,NoEnemy,NoEnemy,NoCoin,move,73,169
0,0,2,2,2,0,-24,509,707,Ground,NoEnemy,NoEnemy,Coin,move,73,169
0,0,0,0,0,0,80,141,538,Ground,Enemy,NoEnemy,NoCoin,move,169,291
0,0,-24,-60,-60,80,-60,100,360,Air,NoEnemy,Enemy,NoCoin,move_jump,323,397
0,0,-60,-60,-60,-60,-60,905,447,Air,NoEnemy,NoEnemy,NoCoin,move_jump,333,397
0,0,-24,-60,-60,0,-60,921,360,Air,NoEnemy,NoEnemy,NoCoin,move_jump,333,397
0,0,2,2,2,0,-24,806,905,Ground,NoEnemy,NoEnemy,Coin,move,365,493
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,0,2,-60,80,141,632,Ground,Enemy,NoEnemy,NoCoin,move,-1,137
0,0,2,2,2,80,-24,100,608,Ground,NoEnemy,Enemy,Coin,move,-1,137
0,0,2,2,2,80,-24,100,608,Air,NoEnemy,Enemy,Coin,move_jump,-1,137
0,0,2,2,2,-24,-24,700,600,Ground,NoEnemy,NoEnemy,Coin,move,31,137
0,0,2,2,2,-24,-24,700,600,Ground,NoEnemy,NoEnemy,Coin,move,31,169
0,0,0,0,2,-24,-24,707,600,Ground,NoEnemy,NoEnemy,NoCoin,move,63,169
0,0,0,80,-60,-60,-60,100,1081,Air,Enemy,NoEnemy,NoCoin,move_jump,233,233
0,0,0,-60,-60,80,-60,100,943,Air,NoEnemy,Enemy,NoCoin,move_jump,233,249
0,0,0,0,0,0,-60,200,860,Air,NoEnemy,NoEnemy,NoCoin,move_jump,233,249
0,0,0,0,0,0,0,300,781,Air,NoEnemy,NoEnemy,NoCoin,move_jump,233,249
0,0,0,0,2,80,-24,100,632,Air,NoEnemy,Enemy,NoCoin,move_jump,249,377
0,0,2,2,2,-24,-24,700,608,Ground,NoEnemy,NoEnemy,Coin,move,249,409
0,0,2,2,2,-24,-24,700,608,Ground,NoEnemy,NoEnemy,Coin,move,249,419
0,0,0,0,2,-24,-24,700,608,Ground,NoEnemy,NoEnemy,NoCoin,move,281,435
0,0,2,2,2,-24,0,600,600,Ground,NoEnemy,NoEnemy,Coin,move,281,435
0,0,2,2,2,-24,80,141,608,Ground,Enemy,NoEnemy,Coin,move,377,451
0,0,2,2,2,-24,80,141,608,Ground,Enemy,NoEnemy,Coin,move,377,451
0,0,2,2,0,80,-24,100,608,Ground,NoEnemy,Enemy,Coin,move,409,451
0,0,2,-24,-24,-60,-60,700,707,Air,NoEnemy,NoEnemy,NoCoin,move_jump,419,483
0,0,2,0,0,0,-24,806,608,Air,NoEnemy,NoEnemy,NoCoin,move_jump,435,483
0,0,2,2,2,-24,-24,412,707,Ground,NoEnemy,NoEnemy,Coin,move,483,557
0,0,0,0,0,-24,80,141,700,Ground,Enemy,NoEnemy,NoCoin,move,547,567
0,0,0,0,0,80,0,100,1414,Ground,NoEnemy,Enemy,NoCoin,move,547,567
0,0,0,0,80,-60,-60,0,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,547,567
0,0,0,0,80,-60,-60,360,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,557,567
0,0,0,0,0,0,80,223,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,557,567
0,0,0,0,0,80,80,100,500,Ground,Enemy,Enemy,NoCoin,move,557,695
0,0,2,2,2,-24,0,632,141,Ground,NoEnemy,NoEnemy,Coin,move,631,727
0,0,2,2,2,-24,0,632,141,Ground,NoEnemy,NoEnemy,Coin,move,631,727
0,0,0,0,2,-24,0,538,223,Ground,NoEnemy,NoEnemy,NoCoin,move,663,727
0,0,2,2,2,0,-24,447,141,Ground,NoEnemy,NoEnemy,Coin,move,663,737
0,0,0,0,0,-60,80,141,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,727,747
0,0,0,0,0,80,0,100,1414,Ground,NoEnemy,Enemy,NoCoin,move,727,747
0,0,0,0,80,-60,-60,200,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,737,747
0,0,0,0,0,0,0,223,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,737,747
0,0,0,0,0,80,0,100,583,Air,NoEnemy,Enemy,NoCoin,move_jump,737,811
0,0,2,2,0,-24,-24,447,141,Ground,NoEnemy,NoEnemy,Coin,move,779,811
0,0,2,2,0,-24,-24,447,141,Ground,NoEnemy,NoEnemy,Coin,move,779,811
0,0,0,0,0,-24,-24,447,1414,Ground,NoEnemy,NoEnemy,NoCoin,move,811,811
0,0,0,0,0,80,0,100,948,Air,NoEnemy,Enemy,NoCoin,move_jump,811,821
0,0,0,0,0,0,80,141,608,Air,Enemy,NoEnemy,NoCoin,move_jump,811,853
0,0,0,0,0,0,80,141,608,Air,Enemy,NoEnemy,NoCoin,move_jump,811,885
0,0,2,2,2,-24,80,141,806,Ground,Enemy,NoEnemy,Coin,move,885,969
0,0,2,-24,-24,-60,-60,400,905,Air,NoEnemy,NoEnemy,NoCoin,move_jump,927,969
0,0,0,0,0,0,2,500,608,Air,NoEnemy,NoEnemy,NoCoin,move_jump,959,969
0,0,0,-60,-60,80,-60,100,894,Air,NoEnemy,Enemy,NoCoin,move_jump,959,969
0,0,2,2,0,-24,0,500,608,Ground,NoEnemy,NoEnemy,Coin,move,1033,1065
0,0,2,2,0,-24,0,500,608,Ground,NoEnemy,NoEnemy,Coin,move,1033,1065
0,0,0,0,0,-24,0,500,721,Ground,NoEnemy,NoEnemy,NoCoin,move,1065,1081
0,0,2,2,2,-24,-24,300,900,Ground,NoEnemy,NoEnemy,Coin,move,1177,1235
0,0,0,0,0,-24,80,100,900,Air,Enemy,NoEnemy,NoCoin,move_jump,1225,1235
0,0,0,0,0,-24,80,100,900,Air,Enemy,NoEnemy,NoCoin,move_jump,1225,1235
0,0,0,0,0,80,80,0,1414,Ground,Enemy,Enemy,NoCoin,move,1225,1235
0,0,0,0,0,0,0,141,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1235,1245
0,0,0,0,0,0,0,100,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1235,1245
0,0,0,0,0,-60,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,1235,1245
0,0,2,2,2,-24,0,538,800,Ground,NoEnemy,NoEnemy,Coin,move,1325,1399
0,0,0,0,0,80,0,100,948,Ground,NoEnemy,Enemy,NoCoin,move,1389,1463
0,0,0,0,-24,-60,-60,800,670,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1399,1463
0,0,0,0,0,0,0,806,948,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1399,1463
0,0,2,2,2,-24,0,509,900,Ground,NoEnemy,NoEnemy,Coin,move,1431,1543
0,0,0,0,0,-24,80,141,900,Ground,Enemy,NoEnemy,NoCoin,move,1543,1553
0,0,0,0,0,80,-60,100,1414,Ground,NoEnemy,Enemy,NoCoin,move,1543,1511
0,0,0,-60,-60,-60,-60,0,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1543,1511
0,0,0,-60,-60,-60,-60,500,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1553,1511
0,0,0,0,0,0,80,141,670,Ground,Enemy,NoEnemy,NoCoin,move,1553,1543
0,0,0,0,0,80,0,100,583,Air,NoEnemy,Enemy,NoCoin,move_jump,1511,1543
0,0,2,2,2,-24,-24,608,900,Ground,NoEnemy,NoEnemy,Coin,move,1607,1681
0,0,2,2,2,-24,-24,608,900,Ground,NoEnemy,NoEnemy,Coin,move,1607,1681
0,0,0,0,2,-24,-24,509,900,Ground,NoEnemy,NoEnemy,NoCoin,move,1639,1681
